tobyhuang debug: num_processes=6
         69707 function calls (68434 primitive calls) in 0.054 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _abc.py:48(UnsupportedOperation)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2059(AnyAll)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2756(EndOfLine)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3987(Skip)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3366(Prune)
        1    0.000    0.000    0.000    0.000 __init__.py:722(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:331(SplitResult)
        1    0.000    0.000    0.000    0.000 errors.py:65(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 pool.py:57(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 pool.py:906(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 util.py:456(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 synchronize.py:130(Semaphore)
        1    0.000    0.000    0.000    0.000 popen_spawn_posix.py:16(_DupFd)
        1    0.000    0.000    0.000    0.000 __init__.py:2019(close)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _io.text_encoding}
        1    0.000    0.000    0.000    0.000 argparse.py:709(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:751(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:1041(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1081(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 _regex_core.py:4003(StartOfWord)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:45(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 pool.py:63(ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 connection.py:996(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 argparse.py:2596(_check_value)
        1    0.000    0.000    0.000    0.000 argparse.py:1187(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 context.py:239(__init__)
        1    0.000    0.000    0.000    0.000 process.py:346(AuthenticationString)
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 socket.py:212(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2070(AnyU)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3700(get_required_string)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3590(has_simple_start)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3146(LazyRepeat)
        1    0.000    0.000    0.000    0.000 _regex_core.py:4069(StringSet)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3303(PrecompiledCode)
        1    0.000    0.000    0.000    0.000 parse.py:144(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 abc.py:190(FileLoader)
        1    0.000    0.000    0.000    0.000 parser.py:122(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 subprocess.py:129(SubprocessError)
        1    0.000    0.000    0.000    0.000 queue.py:299(LifoQueue)
        1    0.000    0.000    0.000    0.000 synchronize.py:149(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:166(Lock)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._get_main_thread_ident}
        1    0.000    0.000    0.000    0.000 argparse.py:674(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1110(_CountAction)
        1    0.000    0.000    0.000    0.000 context.py:313(SpawnContext)
        1    0.000    0.000    0.000    0.000 threading.py:838(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 _regex_core.py:61(_UnscopedFlagSet)
        1    0.000    0.000    0.000    0.000 _regex_core.py:297(Namespace)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2744(DefaultBoundary)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2748(DefaultEndOfWord)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2764(EndOfString)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3142(Keep)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3498(SearchAnchor)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3995(StartOfLineU)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3999(StartOfString)
        1    0.000    0.000    0.000    0.000 _regex_core.py:4062(Literal)
        1    0.000    0.000    0.000    0.000 __init__.py:900(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:39(BadZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:43(LargeZipFile)
        1    0.000    0.000    0.000    0.000 shutil.py:70(SameFileError)
        1    0.000    0.000    0.000    0.000 parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:342(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:355(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:71(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 traceback.py:94(_Sentinel)
        1    0.000    0.000    0.000    0.000 inspect.py:762(getmro)
        1    0.000    0.000    0.000    0.000 argparse.py:685(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1022(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:978(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1361(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1295(_ExtendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:771(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 warnings.py:212(_processoptions)
        2    0.000    0.000    0.000    0.000 _local.py:298(root)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2572(CallRef)
        1    0.000    0.000    0.000    0.000 __init__.py:770(_check_compression)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3593(_compile)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3510(fix_groups)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3991(StartOfLine)
        1    0.000    0.000    0.000    0.000 _regex_core.py:4481(Scanner)
        1    0.000    0.000    0.000    0.000 shutil.py:67(Error)
        1    0.000    0.000    0.000    0.000 ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 errors.py:80(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 util.py:109(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 connection.py:1018(XmlListener)
        1    0.000    0.000    0.000    0.000 synchronize.py:191(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:1351(_MainThread)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2934(GraphemeBoundary)
        1    0.000    0.000    0.000    0.000 _regex_core.py:65(ParseError)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2760(EndOfLineU)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2776(EndOfWord)
        1    0.000    0.000    0.000    0.000 shutil.py:73(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:77(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:80(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:83(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:87(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 {built-in method regex._regex.get_properties}
        1    0.000    0.000    0.000    0.000 parse.py:350(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 abc.py:58(TraversalError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:32(HeaderWriteError)
        1    0.000    0.000    0.000    0.000 errors.py:48(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:68(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:60(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:57(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:54(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:74(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:91(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:94(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:116(InvalidDateDefect)
        2    0.000    0.000    0.000    0.000 feedparser.py:126(__iter__)
        1    0.000    0.000    0.000    0.000 queue.py:36(ShutDown)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:63(ReentrantCallError)
        1    0.000    0.000    0.000    0.000 util.py:45(sub_debug)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:263(__init__)
        1    0.000    0.000    0.000    0.000 _regex_core.py:69(_FirstSetError)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2768(EndOfStringLine)
        1    0.000    0.000    0.000    0.000 typing.py:2391(cast)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 _main.py:652(<genexpr>)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2752(DefaultStartOfWord)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2772(EndOfStringLineU)
        1    0.000    0.000    0.000    0.000 errors.py:51(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:77(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:108(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:111(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 _regex_core.py:3608(_flush_characters)
        1    0.000    0.000    0.000    0.000 _regex_core.py:380(_check_firstset)
        1    0.000    0.000    0.000    0.000 _functools.py:83(<lambda>)
        1    0.000    0.000    0.000    0.000 argparse.py:1368(__init__)


